attr,price,title,link,postbody,location,postdate
"
           2014 BMW i3
   
           condition: like new
           fuel: electric
           odometer: 13750
           title status: salvage
           transmission: automatic
   ","
  
    
    hide this posting
  
  
    
    unhide
  
",2014 BMW i3 Range Extender also Green stickers - $18990,http://sfbay.craigslist.org//sfc/cto/5776649686.html,"
Hi I am selling 2014 BMW i3 with 13k miles in excellent condition. Car has green carpool stickers and it's fully loaded. 

Car has Salvage title. I am asking $18,990

- Range Extender
- Bluetooth Connectivity
- Navigation
- Auxiliary Input
- LED Headlamps
- 50-50 Split Folding Seats
- Active Cruise Control
- Parking Sensors

If you have any questions please call or text me at 
 show contact info


Thank You!!    ",,2016-09-11T07:54:46-0700
"
           2004 toyota sienna
   
           condition: excellent
           cylinders: 6 cylinders
           fuel: gas
           odometer: 116600
           size: full-size
           title status: clean
           transmission: automatic
           type: van
   ",8100,2004 Toyota Sienna,http://sfbay.craigslist.org//sfc/cto/5811991364.html,"
Selling a well cared for 2004 Toyota Sienna LE Mini Van clean title , 6 cylinder 3.3 liter engine with 116600 miles on it . It's in great condition , running great , pass smog , clean inside and outside . New brakes and tires . Originally family owners I'm asking $8,100 OBO call me 
 show contact info
    ",,2016-10-03T21:41:32-0700
"
           2009 honda fit
   
           VIN: JHMGE87639S058788
           condition: good
           cylinders: 4 cylinders
           drive: fwd
           fuel: gas
           odometer: 74000
           paint color: blue
           size: compact
           title status: clean
           transmission: manual
           type: hatchback
   ",7200,2009 Honda Fit Sport 5-Speed MT with Navigation,http://sfbay.craigslist.org//sfc/cto/5811998772.html,"
2009 Honda Fit 5-Speed Manual Transmission 4 Door Hatch
74k Miles all services including last major 4k miles ago
Wheels, Nav, AC
Minor damage to rear bumper where I clipped the garage on the way out once, minor damage to front bumper. Otherwise no damage, no accidents. Clean registration. All services performed. New tires at 50k miles, all matching, rotated every 8k miles since! Interior is in good condition, no tears except pocket on back of driver's seat.

This is a great car. I'm leaving the country for a new job so have to sell, otherwise I'd keep it. Got deluged in my first listing, trying again with more information, photos.    ", (mission district),2016-10-03T21:53:40-0700
"
           2000 BMW M5
   
           condition: excellent
           cylinders: 8 cylinders
           drive: rwd
           fuel: gas
           odometer: 98000
           paint color: grey
           size: mid-size
           title status: rebuilt
           transmission: manual
           type: sedan
   ",15000,2000 BMW E39 M5 fully loaded and some!,http://sfbay.craigslist.org//sfc/cto/5812007626.html,"
Hello you're viewing the one and only BMW E39 M5 truly the Ultimate Driving Machine.  This is a very clean low mileage 2000 e39 M5 in great shape only 98,000 Miles on the car. New rear tires @ 88,500 miles, all maintenance (brakes, oils, etc wore always done by me I am a certified BMW mechanic I always use OEM parts and recommend fluids.   Exterior is in excellent shape, there are a few rock chips on the front bumper and one chip on the hood. Interior is also in great shape, the leather seats, dashboard, center counsel and overall interior condition is perfect from 1-10 I would rate it 8. There are alot of small things that make this car truly unique, for example I installed the EONON sterio deck with an android OS system it is loaded with apps and features that any new car sterio would envy it also has a Bluetooth OBD II scanner that works with the head unit to displays real-time engine parameters and scans DTC's. The head unit is also controlled by the factory steering wheel buttons, also there is a rear view camera installed it has it all you have to see it to believe it it is truly amazing. There are OEM Hella angel eyes HID headlights installed and LED rear tail lights these two upgrades make the car look like a 2001+ E39 model. The car has 2 DINAN cold air intakes installed that adds about 20hp after this upgrade alone this car now has 420+ HP!. This car received a brand new BMW OEM clutch kit which includes clutch disk, pressure plate, throw out bearing and a reman flywheel in December 10 2015.  Everything works perfectly on the car it is truly one-of-a-kind, it breaks my heart to put this car up for sale but I have to get a bigger car for my family because I have a Baby on the way and need something like a Minivan or a SUV.  Thank you for reading Please call me at 
 show contact info
I will gladly show you the car.
    ", (twin peaks / diamond hts),2016-10-03T22:09:19-0700
"
           2010 lexus hs250h
   
           VIN: JTHBB1BA0A2034071
           condition: excellent
           cylinders: 4 cylinders
           drive: fwd
           fuel: hybrid
           odometer: 61200
           paint color: black
           size: compact
           title status: salvage
           transmission: automatic
           type: sedan
   ",12000,2010 Lexus HS250h Great Condition Like New,http://sfbay.craigslist.org//sfc/cto/5790095976.html,"
Hello up for sale is a 2010 Lexus HS 250 H hybrid this car is in excellent condition in and out of the car it is a one owner car I bought it as a second owner for my father but he prefers a bigger car like a SUV so I'm not really considered a owner because I Owned it less then 2 months this car is black interior with flawless black exterior everything is operational on the car it has power seats, power doors, sunroof, moonroof, in-dash CD/MP3 changer, Bluetooth aidio/phone and countless other options it doesn't have a GPS navigation but I would recommend your phones navigation anyways  navigations on Lexuses Toyotas are not good  so that's not really a factor please review the pictures  below and call me at 
 show contact info
I am available to show the car most of the time during the day serious inquiries only please I am ready to sell as soon as possible Thank you.    ", (inner sunset / UCSF),2016-09-20T02:28:26-0700
"
           2012 Camaro
   
           condition: excellent
           cylinders: 6 cylinders
           fuel: gas
           odometer: 92000
           paint color: black
           title status: clean
           transmission: automatic
   ",12500,2012 Chevy Camaro Black,http://sfbay.craigslist.org//sfc/cto/5766294766.html,"
Hi....Selling my 2012 Black Chevy Camaro, Automatic, V6, Only 92,000 miles, perfect cloth interior, Flowmaster exhaust sounds great , sitting on SS 20's, Four new tires, Fresh oil change, 2017 tags, Clean Title, Beautiful Car.  12,500 Gets It.   
 show contact info


This post will be deleted when the car is sold.

NO TRADES
NO PAYPAL 
NO SHIPPING
NO SPAM    ", (Fresno Ca.),2016-09-04T18:43:47-0700
"
           2007 toyota tacoma
   
           condition: excellent
           cylinders: 4 cylinders
           fuel: gas
           odometer: 121
           paint color: red
           title status: clean
           transmission: manual
   ",13800,2007 TOYOTA TACOMA PRERUNNER SR5 CLEAN TITLE RARE 5 SPEED CLEAN CARFAX,http://sfbay.craigslist.org//sfc/cto/5808911514.html,"
INTERESTED PLEASE EMAIL ME YOUR NAME AND NUMBER AND I WILL CALL YOU BACK THANKS

If your looking for a super clean and well taken care of truck this is it
2007 Toyota Tacoma prerunner sr5 access cab
13800 firm firm firm
Private Seller
Pink slip Title in hand with smog
5 speed manual transmission
2.7l motor 
121k
6ft bed
Leer cover with matching paint
power everything
ext 9.5/10 see pics
int 9.5/10    ", (Sacramento),2016-10-01T20:17:45-0700
"
           2006 suzuki grand vitara 4-door
   
           condition: like new
           cylinders: 6 cylinders
           fuel: gas
           odometer: 11200
           paint color: grey
           size: full-size
           title status: salvage
           transmission: automatic
           type: sedan
   ",5500,2006 Suzuki grand vitara,http://sfbay.craigslist.org//sfc/cto/5812012973.html,"
Hi I have Carr for sale good shape $5,500 
 show contact info
    ", (downtown / civic / van ness),2016-10-03T22:19:07-0700
"
           2003 VW GTI Anniversary edition
   
           VIN: #2264 of 4000made
           condition: excellent
           cylinders: 4 cylinders
           drive: fwd
           fuel: gas
           odometer: 72000
           paint color: black
           size: compact
           title status: clean
           transmission: manual
           type: hatchback
   ",7500,"Rare Fast 2003 GTI Anniversary Edition only 72,000 miles Clean & maint",http://sfbay.craigslist.org//sfc/cto/5812003756.html,"
Super fast and fun to drive. It still puts a smile on my face every time I drive it.
Factory tuned GTI with a 6 speed gear box, lowered & stiffened suspension, oversized brakes, The tuned engine & 6 speed gear box make you fly, the factory tuned suspension glues you to the road in a major way & the extra oversized brakes stop you on a dime. Exterior body mods & a huge array of custom cabin details give the whole thing a very special feel. A joy to drive, this car has been so much fun for us, but alas it is time to move on & get something a bit bigger...

Well maintained, clean, hard to find 2003 VW GTI Anniversary Edition in Black with extremely low miles. 72,000
Production number 2264 of only 4000 made.
Similar to a 335.
Tinted windows and blacked out wheels and VW logo.
Recent 18"" high performance tires
Recent brakes- pads and rotor 
Recent clutch
New CV joint.
New Stereo with CD, AUX, Iphone input- 8 speaker, sounds amazing!
72000 miles mostly freeway driving

""W's latest pocket-rocket pays homage to the original with numerous styling cues, including a polished-metal Rabbit logo with a ""GTI"" red badge on rear hatch. Additional performance accents include black-surround headlights; a larger-diameter, single polished exhaust; darkened taillamps; side mirrors housed in black; and body-color bumper, chin spoiler, side valances, lowered rear bumper, and fixed rear spoiler above the hatch. A lowered sport suspension, 18-inch Z-rated summer performance tires, and larger, vented four-wheel disc brakes help the new GTI tackle the curves. Power comes from VW's 1.8-liter turbocharged four-cylinder engine --good for 180 horsepower and 173 pound-feet of torque--which is mated to a six-speed manual transmission. The 20th Anniversary GTI's cockpit is a driver's paradise, with black-and-gray sport-cloth Recaro front seats wearing red ""GTI"" embroidery, black headliner, striped safety belts, the signature ""golf ball"" shift knob with red ""GTI"" logo, and a brushed-aluminum plaque that indicates the exact production number for the model, anywhere from 1 to 4000""      Car & Driver


    ", (mission district),2016-10-03T22:02:18-0700
"
           2010 Audi S4.
   
           condition: excellent
           cylinders: 6 cylinders
           drive: 4wd
           fuel: gas
           odometer: 72500
           paint color: silver
           title status: clean
           transmission: manual
           type: sedan
   ",25300,2010 Audi S4. 6 Speed manual. Audi Drive Select.,http://sfbay.craigslist.org//sfc/cto/5782574600.html,"
75k mile service done at the dealer.  Adult owned. Prestige package. 19"" wheels. Comfort access. Bang Olufsen premium sound. Navigation. Bluetooth. Cold weather package.    ", (San Francisco),2016-09-15T05:29:12-0700
"
           2002 Hundai Elactra
   
           condition: good
           cylinders: 4 cylinders
           fuel: gas
           odometer: 114000
           paint color: grey
           size: full-size
           title status: salvage
           transmission: manual
           type: sedan
   ",1200,Hyundai Elantra,http://sfbay.craigslist.org//sfc/cto/5800311242.html,"
Hi Craigslist I have Hyundai Elantra for sale good shape 2002 miles 11400 new clutch new battery new radiator. $$$$1200..negotiable. Sirius Bayer 
 show contact info
. Thanks    ", (54 Castillo),2016-09-26T12:30:37-0700
"
           1967 camaro
   
           fuel: gas
           title status: clean
           transmission: manual
   ",18500,1967 RS Camaro 350 4speed,http://sfbay.craigslist.org//sfc/cto/5805825710.html,"
1967 RS Camaro has 350 with Muncie 4 speed Posi track rearend new seats head liner carpet all glass good has dent in front drivers side fender motor runs but has radel 750 carb 550 HP have other motor needs rebuild all there no trades no money dont call dont want to sell out work 
 show contact info
    ", (north beach / telegraph hill),2016-09-29T20:00:10-0700
"
           2010 toyota corolla
   
           condition: excellent
           cylinders: 4 cylinders
           fuel: gas
           odometer: 128000
           paint color: white
           size: mid-size
           title status: clean
           transmission: automatic
           type: sedan
   ",7900,Toyota Corolla 2010,http://sfbay.craigslist.org//sfc/cto/5811991586.html,"
Hi I'm selling my 2010 Toyota Corolla clean title with 128,000 miles on it . Great commuter , reliable car , power windows, CD player and Aux .Tiers in excellent condition. Body in excellent shape. I did the last service before three weeks ago . We are the Original OWNER! I'm asking $7,900 OBO feel free to call or email me 
 show contact info

Thanks!    ",,2016-10-03T21:41:54-0700
"
           1997 Honda Civil
   
           condition: salvage
           cylinders: 4 cylinders
           fuel: gas
           odometer: 135000
           title status: salvage
           transmission: automatic
   ",500,Honda Civil 1997,http://sfbay.craigslist.org//sfc/cto/5812021940.html,"
Just had an accident, the exterior of the front crashed. The battery is out, only can drive when jump started (if you change the battery, there's no problem with driving.)  Power window and power seated, air conditioner and cd player works well. Just had oil changed earlier.

Please email or call me if interested.    ", (San Francisco),2016-10-03T22:36:14-0700
"
           2013 Chevy Spark
   
           condition: good
           cylinders: 4 cylinders
           fuel: gas
           odometer: 55000
           paint color: blue
           size: sub-compact
           title status: clean
           transmission: automatic
           type: hatchback
   ",6999,2013 Chevy Spark Automatic Clean Title,http://sfbay.craigslist.org//sfc/cto/5798756741.html,"
Ocean Blue 2013 Chevy Spark LS for Sale by owner. Automatic, Clean Title, 4 door Automatic, plus power door and locks with two remote controls. 

OnStar and emergency services ready with paid subscription.  

Nice fuel efficient compact car that is perfect to zip around town.

50,000 major tune up and oil change performed earlier.

Price firm and priced to sell very quickly!
    ", (financial district),2016-09-25T12:49:51-0700
"
           1986 toyota corolla
   
           condition: new
           cylinders: 4 cylinders
           drive: rwd
           fuel: gas
           paint color: red
           size: compact
           title status: rebuilt
           transmission: manual
           type: coupe
   ",9000,AE86 GTS Hatch Racecar Built motor & Cage,http://sfbay.craigslist.org//sfc/cto/5812023315.html,"
Contact: Six Two Six 267 2858 Call/Text
Price: $9000 OBO
Trades: Open

Salvage title due to theft
Passed smog registration up to date
Orginal GTS Not SR5 Conversion

******Please read before calling or texting******


Chassis has no rust!



Engine/Transmission: 
-Rebuilt motor: 
-JE pistons 11:1 cr .020 oversized.
-Rebuilt o.e. rods
-Web cams
-New oem valves+springs+retainers
-Oem bearings
-Lightened flywheel + aftermarket clutch
-Hks cam gears
-Trd gen 1 headers
-Koyo Rad
(all machine work done at costa mesa r&d)

Exterior & Interior 
-Freshly Repainted two tone
-Sprinter tail lights
-Rear jdm zenki bumper
-Front kouki turn signals and bumper
-New exterior oem door handles
-Solex locks
-Roll cage /w Door bars 
-Gutted 
-After Market bucket seat
-NRG HUB
-Aftermarket Steering wheel 
-Quick Release Core support



Suspension/Drivetrain
-Manual steering rack
-Agx kyb
-TRD Springs
-Lengthen front control arms
-Battle version pan hard
-New wheel bearings on all four
-Kaaz diff

Cons
-Salvage Title
-Missing Passenger seat 


Keywords: Hatch,JDM,240sx,s13,s14,drift,timeattack,racecar,S2000, WRX, STI, RX7, AE86, Miata, 240sx, 300zx, EVO, BMW M3, 

    ", (Pasadena),2016-10-03T22:39:02-0700
"
           2013 porsche 911 carrera 4s
   
           condition: excellent
           cylinders: 6 cylinders
           drive: 4wd
           fuel: gas
           paint color: black
           title status: clean
           transmission: automatic
   ",79950,2013 Porsche 911 (991) Carrera 4S (C4S) Coupe,http://sfbay.craigslist.org//sfc/cto/5797352807.html,"
2013 Porsche 911 Carrera 4S

- Blk/Blk
- 16k Miles
- PASM Sport Suspension
- Sport Exhaust System
- PDK Transmission
- Sport Chrono Package
- Electric Sunroof
- Sport Design Steering Wheel
- Power 14 Way Sport Seats
- Bose Audio Package
- Premium Package Plus/Keyless Go
- Heating/Cooling Seats
- Wheel Caps Color Porsche Crest
- Clear Bra
- All Books, Keys & Records
- Custom Porsche Car over 
- Porsche Battery Maintainer
- All original Paint/No Accidents/Carfax Certified
- Recent Service ($900)
- Title in hand

Additional 2 Year Porsche Certified Warranty thru April 2019 ($4500 value & transferrable @ no extra charge)
Excellent Condition

PRICE IS FIRM
SERIOUS INQUIRIES ONLY PLEASE
WILL NOR RESPOND TO EMAIL OFFERS BELOW ASKING PRICE    "," (portland, Oregon)",2016-09-24T12:02:20-0700
"
           2006 Lexus G
   
           condition: like new
           cylinders: 6 cylinders
           drive: 4wd
           fuel: gas
           odometer: 99000
           paint color: grey
           size: mid-size
           title status: clean
           transmission: automatic
           type: sedan
   ",12800,2006 LEXUS GS300 AWD AUDI A6 BMW 5 SERIES GS ES 300,http://sfbay.craigslist.org//sfc/cto/5806648236.html,"
Up For Sale Beautiful Well Kept 2006 LEXUS GS300 AWD. This Lexus Has only 99K Miles and Runs, Drive like a champ. Fully Loaded with Navigation and Sport 19in Wheels. Dealer Installed Clear Protective Shield on the front to prevent rock chips.
Clean Title on hand ready to go.
 
Please call or text me 

 show contact info
    ", (Antelope),2016-09-30T10:59:49-0700
"
           2015 hyundai elantra
   
           VIN: 5NPDH4AE0FH616175
           condition: like new
           cylinders: 4 cylinders
           fuel: gas
           paint color: silver
           size: compact
           title status: clean
           transmission: automatic
           type: sedan
   ",13500,2015 Hyundai Elantra,http://sfbay.craigslist.org//sfc/cto/5782228515.html,"
Must sell moving
Excellent condition
Low mileage 7400 miles
Silver grey 
Grey interior

Call joann 
 show contact info

Or Paul 
 show contact info

    ", (noe valley),2016-09-14T18:14:37-0700
"
           1999 Chevrolet Camaro
   
           fuel: gas
           title status: clean
           transmission: automatic
   ",3500,1999 Camaro z28 / SS,http://sfbay.craigslist.org//sfc/cto/5812025955.html,"
Selling my 1999 z28 / ss

Has a clean title , 
Has a Rebuilt engine ( shortblock ) 
Transmission does not have second gear , the rest of the gears work fine
Runs great besides that trans

Modifications:
QA1 coilovers
Tsw wheels
Aftermarket performance maf sensor
Oem ss hood
Oem ss wing
T tops

Located at Los angeles

3500 or best offer

If interested call me at 323/)5l9)2933.















Iroc trans am firebird el Camino Monte Carlo ss ls1 ls2 ls3 454 gnx Silverado Tahoe g body 
    ",,2016-10-03T22:44:35-0700
"
           2013 ford focus
   
           condition: excellent
           cylinders: 4 cylinders
           drive: fwd
           fuel: gas
           odometer: 46000
           paint color: white
           size: compact
           title status: clean
           transmission: automatic
           type: hatchback
   ",19500,Ford Focus ST Hatchback ST3 2013 46k,http://sfbay.craigslist.org//sfc/cto/5808135275.html,"
Hey Craigs,

For sale is my 2013 Ford Focus ST. Car currently has 46,000 miles and has been its regular oil change every 4k miles. Fully loaded ST3 Package with Full Recaro Leather seats,GPS, Heated side mirrors, heated seats, Blutooth, Ford SYNC, USB ports, cornering lamps, HID headlights, spare tire. Tires were replaced 6 months ago with OEM Goodyear Eagle F1 tires. I am the second owner of the car. The car holds a clean carfax with clean title. This has been nothing but fun to drive. I am selling the car to help because I am planning to relocate. I am not in a hurry to sell. Comes with Original mats that are pretty much brand new, all weather mats, brand new windshield wipers still in box. I have gotten 36 MPG on Freeway. must see in person. Cash is King. Asking $19,500 or Best Offer! 

If interested, Please include a working # in email
I will respond promptly









Keywords: ford race focus rs mustang gt american focus st shelby raptor crown victoria shelby gt500 gt350 falcon ford gt fast hid 5.0 mercury sunnyvale ford racecar recaro bucket seat boost turbo raptor bov    ", (downtown / civic / van ness),2016-10-01T10:25:28-0700
"
           2004 toyota camry hybrid le
   
           fuel: gas
           title status: clean
           transmission: automatic
   ",5250,Toyota Camry,http://sfbay.craigslist.org//sfc/cto/5812028339.html,"
2004 Toyota camry. Clean title. 162,000 miles. Clean car on the inside runs great. No mechanical issues. New tires. The car passed smogg 3 weeks ago. Registered till October 2017.
Asking $5250
Call me at 
 show contact info
    ", (bernal heights),2016-10-03T22:49:39-0700
"
           2002 2002 Vw Passat 4  Motion
   
           condition: excellent
           cylinders: 6 cylinders
           fuel: gas
           odometer: 124000
           size: mid-size
           title status: clean
           transmission: automatic
           type: sedan
   ",6000,2002 Vw Passat 4  Motion,http://sfbay.craigslist.org//sfc/cto/5774038994.html,"
2002 Volkswagen Passat  for motion excellent condition low miles second owner new wheels tires custom exhaust custom grill chrome mirrors lots of accessories leather interior fully loaded sunroof has it all hard to fine .    ", (excelsior / outer mission),2016-09-09T11:32:36-0700
"
           1998 Ford econoline E150
   
           condition: good
           cylinders: 8 cylinders
           drive: rwd
           fuel: gas
           odometer: 110100
           title status: clean
           transmission: automatic
           type: van
   ",3200,Van High Top Ford E150 98,http://sfbay.craigslist.org//sfc/cto/5811999782.html,"
Ford Econoline E150 from 1998 high top VAN
Odo 110.200 miles 
Motor/engine 8 Cylinder 4.6L
Cruise control, DVD, TV, AC, GPS TomTom incl. receipt and warranty for a year, 7 Full leather seats, backseats use as a bed, real wood desk, Valance light, reading lights, 

In daily use, so runs all the time great. I`ll give u two more winter -- spike- tires on wheels.
New or good: 
-	front breaks and fluid, July 2016 
-	transmission fluid change July 2016
-	all tires ok
to do:
-	radio is not working
-	Motor oil and filter change (last at 106 000miles)
- Backseat electric is not working
- ABS sensor front right side doesn`t work

It`s a used car
Contact text or mail
twozerosevensixfiveoneninethreetwoseven
milenka.mehr at gmx.net

make an offer    ", (SF),2016-10-03T21:55:20-0700
"
           2010 Volvo S40
   
           fuel: gas
           odometer: 107000
           title status: clean
           transmission: automatic
   ",7900,2010 Volvo S40 2.4i,http://sfbay.craigslist.org//sfc/cto/5782372030.html,"
2010 Volvo S40 2.4i
Automatic transmission
Mileage - 107400
6-speaker Audio, Traction Control, Power Mirrors, many other features.
Interior and exterior in in excellent condition.
Smog test passed recently 
Clean title.
Call or text 415-305-45sevevn3

    ", (treasure island),2016-09-14T20:54:24-0700
"
           1997 Honda hatchback 1997
   
           condition: salvage
           cylinders: 4 cylinders
           drive: fwd
           fuel: gas
           odometer: 144901
           paint color: grey
           size: sub-compact
           title status: salvage
           transmission: manual
           type: hatchback
   ",2800,Honda hatchback 1997 salvage,http://sfbay.craigslist.org//sfc/cto/5812031896.html,"
Hi
For sale my honda hatchback 1997 the car is in good condition the olny thing is that had the light of the srs and car is stick shift had plates for next year very economyc in gas drive this car everyday. 
Milles144901
Any question feel free to ask me 415724585one    ", (glen park),2016-10-03T22:57:17-0700
"
           2003 bmw 540i
   
           condition: excellent
           cylinders: 8 cylinders
           drive: rwd
           fuel: gas
           odometer: 116000
           paint color: black
           size: mid-size
           title status: salvage
           transmission: automatic
   ",8000,2003 Bmw 540i M package,http://sfbay.craigslist.org//sfc/cto/5812033186.html,"
Selling my 2003 BMW 540i M package 
Mileage is 116.000, car has no problems, perfect condition inside & out, I took really good care of it. It's fully loaded.  pure black. 
Has salvage title due to vandalism, all parts are original, just has professional paint job done. Never been in an accident. 
Firm on price because of the perfect condition, and it's rare to find E39 in such condition. 

Text/Call: 
 show contact info
    ", (W Sacramento),2016-10-03T23:00:19-0700
"
           1988 Mercedes
   
           fuel: gas
           title status: clean
           transmission: automatic
   ",19500,1989 Mercedes 560 sl,http://sfbay.craigslist.org//sfc/cto/5787674715.html,"
135k miles
daily driver
in great shape
rust free
California car
Please call for any more information    ",,2016-09-18T12:27:52-0700
"
           2012 ford escape
   
           condition: like new
           cylinders: 6 cylinders
           drive: 4wd
           fuel: gas
           odometer: 30000
           title status: salvage
           transmission: automatic
   ",12000,2011 Ford Escape 4x4 XLT,http://sfbay.craigslist.org//sfc/cto/5787021033.html,"
For Sale 2011 Ford Escape 4x4 6 cylinders 3.0 l with 30.000 miles salvage title super clean inside and out side . for more info call or text 
 show contact info
    ",,2016-09-18T01:14:23-0700
"
           2004 bmw 325i
   
           VIN: WBAEV33464KR29690
           condition: excellent
           cylinders: 6 cylinders
           fuel: gas
           odometer: 108787
           paint color: grey
           title status: clean
           transmission: automatic
   ",5995,2004 325i 1 owner and low miles!,http://sfbay.craigslist.org//sfc/cto/5800308540.html,"
This is a 3 Series back in the good ole days when the 3's used solid, naturally aspirated, V6 engines.  The new ones mostly use turbo 4's.  They are great on gas, but they have the 1 second lag time when you punch the pedal during the times when you have to merge on a fast moving & crowded highway or if you have to make a left turn out of a parking lot on a busy street.  The V6's are intuitive where once you punch it...you go!!!  

This is a 1 owner. Gray on Black leather BMW 325i sedan.  There are some nicks and scratches, but the good thing is that most of them are near the underside caused by scraping on a low curb.  

Sunroof, power everything, automatic, and CD player make this Bimmer a well rounded Ultimate Driving Machine!!!  
    ",,2016-09-26T12:29:15-0700
"
           1985 Toyota Celica GT-S Convertible
   
           condition: good
           cylinders: 4 cylinders
           drive: rwd
           fuel: gas
           odometer: 143000
           paint color: red
           size: compact
           title status: clean
           transmission: manual
           type: convertible
   ",2200,1985 Toyota Celica GT-S Convertible - Low mileage,http://sfbay.craigslist.org//sfc/cto/5780880540.html,"
1985 Toyota Celica GTS Convertible.  Running and fun driving project car.  Rare, one of 4498 made.  Last of the rear wheel drive Celicas.  Has Supra/GTS has full Independent Rear Suspension and rear disc brakes.  143K low miles.  The 22re engine, the best Toyota engine ever, runs great.  The 5-speed manual transmission shifts as it should.  These cars are a blast to drive with the top down and reliable like a Toyota pick-up truck but with a convertible body.  This was my daily driver to work locally for years, but the car is now mostly sitting - life happens and it is time to find a new owner for this Japanese collector car.  I have already done much of the legwork in finding and purchasing most of the parts to finish this car -- over $500 of new/rebuilt/used parts + both Haynes and Chilton service manuals with the sale. With a little work, this will be a great car to cruise in for a long, long time.

GOOD:
Engine runs strong  (Recent oil change, new spark plugs, new air filter.  Valve cover gasket done 1000 miles ago)
Transmission shifts smooth with no popouts of any gear.
Clutch engages as it should
Rear Wheel Drive
Independent Rear Suspension with rear disc brakes
Flip up headlights work as they should
Cruise Control works
Aftermarket CD Player (will include an OEM stereo and replacement radio surround)
Front bucket seats with functional lumbar support adjustment in driver seat
Power windows all work
Nice sounding exhaust note with Dynamax muffler
New master cylinder and battery in last 1000 miles
Starter just replaced in early September with remanufactured Bosch unit.
Power steering works good
Brakes checked when master cylinder was replaced -- Brakes working good.
No holes in convertible top (see note below about rear window)

BAD:
Steering rack boots need replacing (I was going to replace the entire assembly.  Rebuilt Steering Rack & Pinion, mounting grommets, inner tie rods, outer tie rods, and both high & low pressure power steering hoses for the job included with sale)
Needs Wheel Alignment (needs to be done after Steering Rack replacement)
Power Convertible top a little slow or needs help moving.  (Suspect hydraulic fluid is low)
Rear convertible top window needs replacing due to fabric tear (Replacement window included)
Windshield needs replacing due to cracks (Available for $40 at Pick-n-Pull)
Some rust (All rusted areas have been treated with either POR-15 or Eastwood Rust Encapsulator.  Body work needs finishing)
Slow leak in one wheel (OE replacement wheel included in sale)
Cowl panel at base of windshield rusted (Replacement included in sale)
Crack in dash pad (typical for year)
Small tear in driver seat bolster
Air Conditioner not working (never needed it due to it being a convertible)
Needs radio antenna.
Has speedometer and odometer error (diagnosed as stretched speedometer cable - reads fast, so actual mileage on car is lower than what odometer reads.  New cable available for $39 thru Rock Auto)
Some of the electrical contacts/grounds in the car likely need some cleaning

Also including other miscellaneous parts, such as an extra pop-up headlight and fender flare gaskets.  Again, this is a running and driving project with almost all of the parts needed to finish included with the sale.  

$2200/firm.  Low ball offers will be ignored.    ", (richmond / seacliff),2016-09-13T23:45:51-0700
"
           2009 Toyota Prius
   
           condition: good
           cylinders: 4 cylinders
           drive: fwd
           fuel: hybrid
           odometer: 98700
           paint color: silver
           title status: salvage
           transmission: automatic
           type: sedan
   ",6700,2009 Toyota Prius Hybrid $6700,http://sfbay.craigslist.org//sfc/cto/5808684662.html,"
The car is located in Sacramento, I would be able to meet Fairfield / Vacaville upon request.
For sale is 2009 Toyota Prius with 98k miles. $6,700 I will consider a REASONABLE offer.  Runs excellent with no problems. It comes with: Smart Key, NAVIgation, leather seats, HID headlights, Backup camera, Bluethooth, 6CD Player/JBL Sound System. Tinted windows. Power Windows and Locks, Driver & Passenger Front and Side Curtain Airbags, Stability Control, Cruise Control, Climate Control , Air conditioner.
 MPG: 48/45


Private seller, title in hand, car is smogged, registration is good until July 2017

NO Trades, I don't need any help selling it

For more info text or call. 91.6 743o ne8 79    ", (Sacramento),2016-10-01T16:14:41-0700
"
           2010 mazda 5
   
           condition: good
           cylinders: 4 cylinders
           drive: fwd
           fuel: gas
           odometer: 112000
           title status: clean
           transmission: automatic
           type: mini-van
   ",5500,2010 mazda5 mazda 5,http://sfbay.craigslist.org//sfc/cto/5812031412.html,"
Hello I'm selling my 2010 mazda5 .
Miles: 112.000 .Engine: 4 cyl.
Transmission:Automatic Clean title
drive great has no problems 
Call or Text 
 show contact info


6 seats 
    ",,2016-10-03T22:56:14-0700
"
           2001 bmw 325i
   
           fuel: gas
           title status: clean
           transmission: automatic
   ",4400,Bmw 325i e46 Clean tittle runs strong,http://sfbay.craigslist.org//sfc/cto/5812041119.html,"


Smog w/ Certficate
Reg Til March 2017
Low Miles 117K
Clean Tittle
Automatic Transmission 
Pink slip ready

All Stock except Upgrade to

Angel Eyes Headlight
Sport Muffler
Coilovers Suspension
17"" Wheels    ",,2016-10-03T23:19:31-0700
